Date,Amount,Category,Name,Account,Type
23/03/2026,29.77,Extras,Robinhood,Main account,Expense
23/03/2026,533.28,Housing,,Main account,Expense
24/03/2026,296.27,Utilities,Dewa,Main account,Expense
24/03/2026,45.03,Food,,Main account,Expense
24/03/2026,"13,867.48",Extras,FTI Delta,Main account,Income
24/03/2026,78.29,Groceries,,Main account,Expense
24/03/2026,"6,000.00",Salary,,Main account,Income
25/03/2026,121.09,Extras,Laundry duvets,Main account,Expense
25/03/2026,37.44,Food,,Main account,Expense
25/03/2026,225.71,Extras,Washing machine,Main account,Expense
25/03/2026,65.18,Utilities,Car wash,Main account,Expense
26/03/2026,142.21,Food,,Main account,Expense
26/03/2026,201.46,Transportation,,Main account,Expense
26/03/2026,258.32,Extras,,Main account,Income
26/03/2026,276.09,Going out,,Main account,Expense
27/03/2026,117.32,Shopping,,Main account,Expense
27/03/2026,206.67,Going out,,Main account,Expense
28/03/2026,100.73,Transportation,,Main account,Expense
28/03/2026,145.31,Going out,,Main account,Expense
28/03/2026,59.25,Shopping,,Main account,Expense
28/03/2026,29.60,Food,,Main account,Expense
01/04/2026,28.60,Food,,Main account,Expense
01/04/2026,40.80,Extras,PS Game,Main account,Expense
01/04/2026,279.10,Utilities,Dewa,Main account,Expense
02/04/2026,20.56,Groceries,,Main account,Expense
02/04/2026,38.49,Food,,Main account,Expense
02/04/2026,27.88,Extras,Wrapping paper,Main account,Expense
02/04/2026,190.10,Utilities,Du,Main account,Expense
03/04/2026,325.62,Housing,,Main account,Expense
04/04/2026,175.02,Groceries,,Main account,Expense
04/04/2026,202.35,Shopping,,Main account,Expense
05/04/2026,133.66,Extras,Amazon,Main account,Expense
05/04/2026,40.28,Groceries,,Main account,Expense
06/04/2026,93.03,Transportation,,Main account,Expense
06/04/2026,21.03,Food,,Main account,Expense
06/04/2026,325.62,Housing,,Main account,Expense
06/04/2026,42.60,Food,,Main account,Expense
06/04/2026,93.03,Transportation,,Main account,Expense
07/04/2026,139.55,Shopping,,Main account,Expense
07/04/2026,53.98,Food,,Main account,Expense
07/04/2026,23.82,Food,,Main account,Expense
07/04/2026,21.28,Food,,Main account,Expense
08/04/2026,325.62,Housing,,Main account,Expense
09/04/2026,325.62,Housing,,Main account,Expense
09/04/2026,25.04,Groceries,,Main account,Expense
09/04/2026,89.28,Groceries,,Main account,Expense
10/04/2026,30.97,Groceries,,Main account,Expense
10/04/2026,325.62,Housing,,Main account,Expense
11/04/2026,448.72,Food,,Main account,Expense
12/04/2026,37.10,Groceries,,Main account,Expense
12/04/2026,325.62,Housing,,Main account,Expense
13/04/2026,34.56,Extras,PS5,Main account,Expense
13/04/2026,5.07,Extras,,Main account,Expense
13/04/2026,41.87,Food,,Main account,Expense
13/04/2026,25.12,Food,,Main account,Expense
13/04/2026,24.19,Food,,Main account,Expense
13/04/2026,139.55,Transportation,,Main account,Expense
14/04/2026,18.10,Food,,Main account,Expense
14/04/2026,34.97,Food,,Main account,Expense
14/04/2026,325.62,Housing,,Main account,Expense
14/04/2026,26.61,Food,,Main account,Expense
15/04/2026,123.42,Extras,Amazon,Main account,Expense
15/04/2026,51.17,Transportation,,Main account,Expense
15/04/2026,60.47,Transportation,,Main account,Expense
16/04/2026,61.40,Groceries,,Main account,Expense
16/04/2026,38.02,Extras,Haircut,Main account,Expense
16/04/2026,325.62,Housing,,Main account,Expense
17/04/2026,325.62,Housing,,Main account,Expense
17/04/2026,11.29,Transportation,,Main account,Expense
17/04/2026,33.49,Transportation,,Main account,Expense
18/04/2026,218.01,Going out,,Main account,Expense
18/04/2026,93.03,Groceries,,Main account,Expense
18/04/2026,28.60,Food,,Main account,Expense
19/04/2026,145.13,Groceries,,Main account,Expense
19/04/2026,72.95,Transportation,,Main account,Expense
19/04/2026,52.40,Groceries,,Main account,Expense
20/04/2026,325.62,Housing,,Main account,Expense
21/04/2026,19.28,Food,,Main account,Expense
21/04/2026,325.62,Housing,,Main account,Expense
21/04/2026,16.89,Food,,Main account,Expense
22/04/2026,232.58,Shopping,,Main account,Expense
22/04/2026,42.30,Groceries,,Main account,Expense
22/04/2026,120.94,Groceries,,Main account,Expense
23/04/2026,418.65,Housing,,Main account,Expense
23/04/2026,23.37,Extras,Robinhood,Main account,Expense
24/04/2026,232.58,Utilities,Dewa,Main account,Expense
24/04/2026,61.46,Groceries,,Main account,Expense
24/04/2026,35.35,Food,,Main account,Expense
24/04/2026,"12,737.85",Extras,FTI Delta,Main account,Income
24/04/2026,"6,000.00",Salary,,Main account,Income
25/04/2026,29.39,Food,,Main account,Expense
25/04/2026,95.06,Extras,Laundry duvets,Main account,Expense
25/04/2026,51.17,Utilities,Car wash,Main account,Expense
25/04/2026,177.19,Extras,Washing machine,Main account,Expense
26/04/2026,111.64,Food,,Main account,Expense
26/04/2026,158.16,Transportation,,Main account,Expense
26/04/2026,216.74,Going out,,Main account,Expense
26/04/2026,202.80,Extras,,Main account,Income
27/04/2026,162.24,Going out,,Main account,Expense
27/04/2026,92.10,Shopping,,Main account,Expense
28/04/2026,79.08,Transportation,,Main account,Expense
28/04/2026,114.08,Going out,,Main account,Expense
28/04/2026,46.52,Shopping,,Main account,Expense
28/04/2026,23.28,Food,,Main account,Expense
01/05/2026,38.81,Food,,Main account,Expense
01/05/2026,55.38,Extras,PS Game,Main account,Expense
01/05/2026,378.78,Utilities,Dewa,Main account,Expense
02/05/2026,27.90,Groceries,,Main account,Expense
02/05/2026,257.99,Utilities,Du,Main account,Expense
02/05/2026,52.23,Food,,Main account,Expense
02/05/2026,37.84,Extras,Wrapping paper,Main account,Expense
03/05/2026,441.91,Housing,,Main account,Expense
04/05/2026,237.53,Groceries,,Main account,Expense
04/05/2026,274.62,Shopping,,Main account,Expense
05/05/2026,181.40,Extras,Amazon,Main account,Expense
05/05/2026,54.67,Groceries,,Main account,Expense
06/05/2026,441.91,Housing,,Main account,Expense
06/05/2026,57.81,Food,,Main account,Expense
06/05/2026,28.53,Food,,Main account,Expense
06/05/2026,126.26,Transportation,,Main account,Expense
06/05/2026,126.26,Transportation,,Main account,Expense
07/05/2026,28.88,Food,,Main account,Expense
07/05/2026,73.26,Food,,Main account,Expense
07/05/2026,189.39,Shopping,,Main account,Expense
07/05/2026,32.32,Food,,Main account,Expense
08/05/2026,441.91,Housing,,Main account,Expense
09/05/2026,121.17,Groceries,,Main account,Expense
09/05/2026,33.99,Groceries,,Main account,Expense
09/05/2026,441.91,Housing,,Main account,Expense
10/05/2026,441.91,Housing,,Main account,Expense
10/05/2026,42.03,Groceries,,Main account,Expense
11/05/2026,608.98,Food,,Main account,Expense
12/05/2026,50.35,Groceries,,Main account,Expense
12/05/2026,441.91,Housing,,Main account,Expense
13/05/2026,32.83,Food,,Main account,Expense
13/05/2026,56.82,Food,,Main account,Expense
13/05/2026,46.91,Extras,PS5,Main account,Expense
13/05/2026,34.09,Food,,Main account,Expense
13/05/2026,189.39,Transportation,,Main account,Expense
13/05/2026,6.88,Extras,,Main account,Expense
14/05/2026,441.91,Housing,,Main account,Expense
14/05/2026,47.46,Food,,Main account,Expense
14/05/2026,36.11,Food,,Main account,Expense
14/05/2026,24.57,Food,,Main account,Expense
15/05/2026,69.44,Transportation,,Main account,Expense
15/05/2026,167.50,Extras,Amazon,Main account,Expense
15/05/2026,82.07,Transportation,,Main account,Expense
16/05/2026,51.60,Extras,Haircut,Main account,Expense
16/05/2026,441.91,Housing,,Main account,Expense
16/05/2026,83.33,Groceries,,Main account,Expense
17/05/2026,45.45,Transportation,,Main account,Expense
17/05/2026,15.32,Transportation,,Main account,Expense
17/05/2026,441.91,Housing,,Main account,Expense
18/05/2026,126.26,Groceries,,Main account,Expense
18/05/2026,295.87,Going out,,Main account,Expense
18/05/2026,38.81,Food,,Main account,Expense
19/05/2026,99.00,Transportation,,Main account,Expense
19/05/2026,71.11,Groceries,,Main account,Expense
19/05/2026,196.97,Groceries,,Main account,Expense
20/05/2026,441.91,Housing,,Main account,Expense
21/05/2026,26.16,Food,,Main account,Expense
21/05/2026,441.91,Housing,,Main account,Expense
21/05/2026,22.92,Food,,Main account,Expense
22/05/2026,57.41,Groceries,,Main account,Expense
22/05/2026,315.65,Shopping,,Main account,Expense
22/05/2026,164.14,Groceries,,Main account,Expense
23/05/2026,568.17,Housing,,Main account,Expense
23/05/2026,31.72,Extras,Robinhood,Main account,Expense
24/05/2026,"6,000.00",Salary,,Main account,Income
24/05/2026,"15,090.18",Extras,FTI Delta,Main account,Income
24/05/2026,83.41,Groceries,,Main account,Expense
24/05/2026,47.98,Food,,Main account,Expense
24/05/2026,315.65,Utilities,Dewa,Main account,Expense
25/05/2026,69.44,Utilities,Car wash,Main account,Expense
25/05/2026,129.01,Extras,Laundry duvets,Main account,Expense
25/05/2026,39.89,Food,,Main account,Expense
25/05/2026,240.48,Extras,Washing machine,Main account,Expense
26/05/2026,275.22,Extras,,Main account,Income
26/05/2026,294.15,Going out,,Main account,Expense
26/05/2026,214.64,Transportation,,Main account,Expense
26/05/2026,151.51,Food,,Main account,Expense
27/05/2026,220.19,Going out,,Main account,Expense
27/05/2026,125.00,Shopping,,Main account,Expense
28/05/2026,154.82,Going out,,Main account,Expense
28/05/2026,107.32,Transportation,,Main account,Expense
28/05/2026,31.58,Food,,Main account,Expense
28/05/2026,63.13,Shopping,,Main account,Expense
01/06/2026,47.12,Extras,PS Game,Main account,Expense
01/06/2026,33.02,Food,,Main account,Expense
01/06/2026,322.30,Utilities,Dewa,Main account,Expense
02/06/2026,32.20,Extras,Wrapping paper,Main account,Expense
02/06/2026,44.44,Food,,Main account,Expense
02/06/2026,23.74,Groceries,,Main account,Expense
02/06/2026,219.52,Utilities,Du,Main account,Expense
03/06/2026,376.01,Housing,,Main account,Expense
04/06/2026,202.11,Groceries,,Main account,Expense
04/06/2026,233.66,Shopping,,Main account,Expense
05/06/2026,154.35,Extras,Amazon,Main account,Expense
05/06/2026,46.52,Groceries,,Main account,Expense
06/06/2026,376.01,Housing,,Main account,Expense
06/06/2026,107.43,Transportation,,Main account,Expense
06/06/2026,24.28,Food,,Main account,Expense
06/06/2026,107.43,Transportation,,Main account,Expense
06/06/2026,49.19,Food,,Main account,Expense
07/06/2026,27.50,Food,,Main account,Expense
07/06/2026,62.33,Food,,Main account,Expense
07/06/2026,161.15,Shopping,,Main account,Expense
07/06/2026,24.57,Food,,Main account,Expense
08/06/2026,376.01,Housing,,Main account,Expense
09/06/2026,103.10,Groceries,,Main account,Expense
09/06/2026,28.92,Groceries,,Main account,Expense
09/06/2026,376.01,Housing,,Main account,Expense
10/06/2026,376.01,Housing,,Main account,Expense
10/06/2026,35.76,Groceries,,Main account,Expense
11/06/2026,518.17,Food,,Main account,Expense
12/06/2026,42.84,Groceries,,Main account,Expense
12/06/2026,376.01,Housing,,Main account,Expense
13/06/2026,29.01,Food,,Main account,Expense
13/06/2026,39.91,Extras,PS5,Main account,Expense
13/06/2026,48.34,Food,,Main account,Expense
13/06/2026,161.15,Transportation,,Main account,Expense
13/06/2026,5.86,Extras,,Main account,Expense
13/06/2026,27.93,Food,,Main account,Expense
14/06/2026,40.38,Food,,Main account,Expense
14/06/2026,20.91,Food,,Main account,Expense
14/06/2026,376.01,Housing,,Main account,Expense
14/06/2026,30.73,Food,,Main account,Expense
15/06/2026,142.52,Extras,Amazon,Main account,Expense
15/06/2026,69.83,Transportation,,Main account,Expense
15/06/2026,59.09,Transportation,,Main account,Expense
16/06/2026,376.01,Housing,,Main account,Expense
16/06/2026,70.91,Groceries,,Main account,Expense
16/06/2026,43.91,Extras,Haircut,Main account,Expense
17/06/2026,38.68,Transportation,,Main account,Expense
17/06/2026,13.03,Transportation,,Main account,Expense
17/06/2026,376.01,Housing,,Main account,Expense
18/06/2026,33.02,Food,,Main account,Expense
18/06/2026,107.43,Groceries,,Main account,Expense
18/06/2026,251.75,Going out,,Main account,Expense
19/06/2026,60.51,Groceries,,Main account,Expense
19/06/2026,84.24,Transportation,,Main account,Expense
19/06/2026,167.59,Groceries,,Main account,Expense
20/06/2026,376.01,Housing,,Main account,Expense
21/06/2026,19.50,Food,,Main account,Expense
21/06/2026,22.26,Food,,Main account,Expense
21/06/2026,376.01,Housing,,Main account,Expense
22/06/2026,48.85,Groceries,,Main account,Expense
22/06/2026,139.66,Groceries,,Main account,Expense
22/06/2026,268.58,Shopping,,Main account,Expense
23/06/2026,483.44,Housing,,Main account,Expense
23/06/2026,26.99,Extras,Robinhood,Main account,Expense
24/06/2026,268.58,Utilities,Dewa,Main account,Expense
24/06/2026,70.97,Groceries,,Main account,Expense
24/06/2026,"6,000.00",Salary,,Main account,Income
24/06/2026,40.82,Food,,Main account,Expense
24/06/2026,"13,541.07",Extras,FTI Delta,Main account,Income
25/06/2026,59.09,Utilities,Car wash,Main account,Expense
25/06/2026,33.94,Food,,Main account,Expense
25/06/2026,109.77,Extras,Laundry duvets,Main account,Expense
25/06/2026,204.62,Extras,Washing machine,Main account,Expense
26/06/2026,128.92,Food,,Main account,Expense
26/06/2026,182.63,Transportation,,Main account,Expense
26/06/2026,250.28,Going out,,Main account,Expense
26/06/2026,234.18,Extras,,Main account,Income
27/06/2026,106.36,Shopping,,Main account,Expense
27/06/2026,187.35,Going out,,Main account,Expense
28/06/2026,131.73,Going out,,Main account,Expense
28/06/2026,91.32,Transportation,,Main account,Expense
28/06/2026,26.88,Food,,Main account,Expense
28/06/2026,53.72,Shopping,,Main account,Expense
01/07/2026,40.17,Food,,Main account,Expense
01/07/2026,57.32,Extras,PS Game,Main account,Expense
01/07/2026,392.07,Utilities,Dewa,Main account,Expense
02/07/2026,54.07,Food,,Main account,Expense
02/07/2026,28.88,Groceries,,Main account,Expense
02/07/2026,39.17,Extras,Wrapping paper,Main account,Expense
02/07/2026,267.04,Utilities,Du,Main account,Expense
03/07/2026,457.42,Housing,,Main account,Expense
04/07/2026,245.87,Groceries,,Main account,Expense
04/07/2026,284.25,Shopping,,Main account,Expense
05/07/2026,56.59,Groceries,,Main account,Expense
05/07/2026,187.76,Extras,Amazon,Main account,Expense
06/07/2026,457.42,Housing,,Main account,Expense
06/07/2026,130.69,Transportation,,Main account,Expense
06/07/2026,29.54,Food,,Main account,Expense
06/07/2026,130.69,Transportation,,Main account,Expense
06/07/2026,59.84,Food,,Main account,Expense
07/07/2026,196.04,Shopping,,Main account,Expense
07/07/2026,33.46,Food,,Main account,Expense
07/07/2026,29.89,Food,,Main account,Expense
07/07/2026,75.83,Food,,Main account,Expense
08/07/2026,457.42,Housing,,Main account,Expense
09/07/2026,457.42,Housing,,Main account,Expense
09/07/2026,35.18,Groceries,,Main account,Expense
09/07/2026,125.42,Groceries,,Main account,Expense
10/07/2026,457.42,Housing,,Main account,Expense
10/07/2026,43.51,Groceries,,Main account,Expense
11/07/2026,630.35,Food,,Main account,Expense
12/07/2026,52.12,Groceries,,Main account,Expense
12/07/2026,457.42,Housing,,Main account,Expense
13/07/2026,196.04,Transportation,,Main account,Expense
13/07/2026,35.29,Food,,Main account,Expense
13/07/2026,48.55,Extras,PS5,Main account,Expense
13/07/2026,33.98,Food,,Main account,Expense
13/07/2026,58.81,Food,,Main account,Expense
13/07/2026,7.12,Extras,,Main account,Expense
14/07/2026,25.43,Food,,Main account,Expense
14/07/2026,37.38,Food,,Main account,Expense
14/07/2026,49.13,Food,,Main account,Expense
14/07/2026,457.42,Housing,,Main account,Expense
15/07/2026,173.37,Extras,Amazon,Main account,Expense
15/07/2026,71.88,Transportation,,Main account,Expense
15/07/2026,84.95,Transportation,,Main account,Expense
16/07/2026,53.41,Extras,Haircut,Main account,Expense
16/07/2026,457.42,Housing,,Main account,Expense
16/07/2026,86.26,Groceries,,Main account,Expense
17/07/2026,457.42,Housing,,Main account,Expense
17/07/2026,15.85,Transportation,,Main account,Expense
17/07/2026,47.05,Transportation,,Main account,Expense
18/07/2026,40.17,Food,,Main account,Expense
18/07/2026,130.69,Groceries,,Main account,Expense
18/07/2026,306.25,Going out,,Main account,Expense
19/07/2026,102.47,Transportation,,Main account,Expense
19/07/2026,73.60,Groceries,,Main account,Expense
19/07/2026,203.88,Groceries,,Main account,Expense
20/07/2026,457.42,Housing,,Main account,Expense
21/07/2026,27.08,Food,,Main account,Expense
21/07/2026,23.72,Food,,Main account,Expense
21/07/2026,457.42,Housing,,Main account,Expense
22/07/2026,169.90,Groceries,,Main account,Expense
22/07/2026,326.73,Shopping,,Main account,Expense
22/07/2026,59.42,Groceries,,Main account,Expense
23/07/2026,588.11,Housing,,Main account,Expense
23/07/2026,32.83,Extras,Robinhood,Main account,Expense
24/07/2026,326.73,Utilities,Dewa,Main account,Expense
24/07/2026,"15,896.02",Extras,FTI Delta,Main account,Income
24/07/2026,"6,000.00",Salary,,Main account,Income
24/07/2026,86.33,Groceries,,Main account,Expense
24/07/2026,49.66,Food,,Main account,Expense
25/07/2026,248.91,Extras,Washing machine,Main account,Expense
25/07/2026,71.88,Utilities,Car wash,Main account,Expense
25/07/2026,133.54,Extras,Laundry duvets,Main account,Expense
25/07/2026,41.29,Food,,Main account,Expense
26/07/2026,284.88,Extras,,Main account,Income
26/07/2026,304.47,Going out,,Main account,Expense
26/07/2026,222.17,Transportation,,Main account,Expense
26/07/2026,156.83,Food,,Main account,Expense
27/07/2026,227.91,Going out,,Main account,Expense
27/07/2026,129.38,Shopping,,Main account,Expense
28/07/2026,160.25,Going out,,Main account,Expense
28/07/2026,111.09,Transportation,,Main account,Expense
28/07/2026,32.63,Food,,Main account,Expense
28/07/2026,65.35,Shopping,,Main account,Expense
01/08/2026,29.96,Food,,Main account,Expense
01/08/2026,42.75,Extras,PS Game,Main account,Expense
01/08/2026,292.39,Utilities,Dewa,Main account,Expense
02/08/2026,40.32,Food,,Main account,Expense
02/08/2026,29.21,Extras,Wrapping paper,Main account,Expense
02/08/2026,199.15,Utilities,Du,Main account,Expense
02/08/2026,21.54,Groceries,,Main account,Expense
03/08/2026,341.12,Housing,,Main account,Expense
04/08/2026,183.36,Groceries,,Main account,Expense
04/08/2026,211.98,Shopping,,Main account,Expense
05/08/2026,42.20,Groceries,,Main account,Expense
05/08/2026,140.03,Extras,Amazon,Main account,Expense
06/08/2026,22.03,Food,,Main account,Expense
06/08/2026,44.63,Food,,Main account,Expense
06/08/2026,97.46,Transportation,,Main account,Expense
06/08/2026,97.46,Transportation,,Main account,Expense
06/08/2026,341.12,Housing,,Main account,Expense
07/08/2026,146.20,Shopping,,Main account,Expense
07/08/2026,24.95,Food,,Main account,Expense
07/08/2026,22.29,Food,,Main account,Expense
07/08/2026,56.55,Food,,Main account,Expense
08/08/2026,341.12,Housing,,Main account,Expense
09/08/2026,341.12,Housing,,Main account,Expense
09/08/2026,93.54,Groceries,,Main account,Expense
09/08/2026,26.24,Groceries,,Main account,Expense
10/08/2026,341.12,Housing,,Main account,Expense
10/08/2026,32.45,Groceries,,Main account,Expense
11/08/2026,470.09,Food,,Main account,Expense
12/08/2026,341.12,Housing,,Main account,Expense
12/08/2026,38.87,Groceries,,Main account,Expense
13/08/2026,43.86,Food,,Main account,Expense
13/08/2026,5.31,Extras,,Main account,Expense
13/08/2026,36.21,Extras,PS5,Main account,Expense
13/08/2026,26.32,Food,,Main account,Expense
13/08/2026,25.34,Food,,Main account,Expense
13/08/2026,146.20,Transportation,,Main account,Expense
14/08/2026,18.97,Food,,Main account,Expense
14/08/2026,36.64,Food,,Main account,Expense
14/08/2026,27.87,Food,,Main account,Expense
14/08/2026,341.12,Housing,,Main account,Expense
15/08/2026,63.35,Transportation,,Main account,Expense
15/08/2026,129.30,Extras,Amazon,Main account,Expense
15/08/2026,53.61,Transportation,,Main account,Expense
16/08/2026,341.12,Housing,,Main account,Expense
16/08/2026,39.83,Extras,Haircut,Main account,Expense
16/08/2026,64.33,Groceries,,Main account,Expense
17/08/2026,341.12,Housing,,Main account,Expense
17/08/2026,35.09,Transportation,,Main account,Expense
17/08/2026,11.82,Transportation,,Main account,Expense
18/08/2026,29.96,Food,,Main account,Expense
18/08/2026,97.46,Groceries,,Main account,Expense
18/08/2026,228.39,Going out,,Main account,Expense
19/08/2026,54.89,Groceries,,Main account,Expense
19/08/2026,76.42,Transportation,,Main account,Expense
19/08/2026,152.04,Groceries,,Main account,Expense
20/08/2026,341.12,Housing,,Main account,Expense
21/08/2026,341.12,Housing,,Main account,Expense
21/08/2026,20.19,Food,,Main account,Expense
21/08/2026,17.69,Food,,Main account,Expense
22/08/2026,243.66,Shopping,,Main account,Expense
22/08/2026,126.70,Groceries,,Main account,Expense
22/08/2026,44.32,Groceries,,Main account,Expense
